                   tem002   tem060   tem130   tem200   global   reflex   bilanz
04.03.2006 06:10   -2.103   -0.991   -1.158   -1.377   -1.391   -0.322   16.335
04.03.2006 06:20   -2.109   -0.963   -1.147   -1.388   -1.439   -0.248   15.591
04.03.2006 06:30   -2.258   -1.017   -1.183   -1.470   -1.590   -0.074   13.563
04.03.2006 06:40   -2.137   -0.929   -1.193   -1.424   -1.637    0.111   12.187
04.03.2006 06:50   -2.140   -0.883   -1.171   -1.389   -1.428    0.279   10.743
04.03.2006 07:00   -2.039   -0.879   -1.159   -1.430   -1.125    0.787   10.223
04.03.2006 07:10   -2.054   -0.842   -1.134   -1.422   -0.852    2.015   10.123
04.03.2006 07:20   -2.112   -0.876   -1.106   -1.432   -0.240    5.341    8.192
04.03.2006 07:30   -2.058   -1.091   -1.249   -1.518    0.866   11.141    5.970
04.03.2006 07:40   -1.943   -1.191   -1.209   -1.514    2.019   16.868    2.805
04.03.2006 07:50   -1.924   -1.167   -1.200   -1.579    3.008   23.346    0.282
04.03.2006 08:00   -1.640   -1.138   -1.339   -1.616    4.399   32.168   -3.340
04.03.2006 08:10   -1.579   -1.273   -1.317   -1.644    5.566   38.868   -6.673
04.03.2006 08:20   -1.468   -1.167   -1.315   -1.692    7.287   46.860  -10.648
04.03.2006 08:30   -1.206   -1.171   -1.345   -1.643    8.361   52.302  -13.281
04.03.2006 08:40   -1.205   -1.104   -1.367   -1.632    9.889   59.584  -16.962
04.03.2006 08:50   -1.023   -1.003   -1.376   -1.616   11.795   69.344  -20.947
04.03.2006 09:00   -0.782   -1.186   -1.220   -1.584   13.562   77.186  -23.321
04.03.2006 09:10   -0.628   -1.168   -1.231   -1.586   16.098   89.639  -28.689
04.03.2006 09:20   -0.473   -1.113   -1.255   -1.548   17.274   93.936  -32.009
04.03.2006 09:30   -0.343   -1.020   -1.257   -1.521   18.962  100.207  -34.237
04.03.2006 09:40   -0.237   -0.904   -1.167   -1.450   22.018  113.252  -38.996
04.03.2006 09:50   -0.129   -0.799   -1.169   -1.468   22.974  115.304  -40.048
04.03.2006 10:00   -0.060   -0.686   -1.152   -1.437   23.959  119.520  -40.123
04.03.2006 10:10    0.025   -0.631   -1.138   -1.388   24.320  123.959  -41.067
04.03.2006 10:20    0.115   -0.626   -1.154   -1.265   25.020  129.595  -43.609
04.03.2006 10:30    0.173   -0.591   -1.116   -1.238   23.358  125.401  -41.942
04.03.2006 10:40    0.221   -0.552   -1.177   -1.451   20.280  113.994  -36.264
04.03.2006 10:50    0.246   -0.534   -1.178   -1.539   19.910  113.659  -33.487
04.03.2006 11:00    0.244   -0.550   -1.239   -1.471   19.226  109.720  -32.300
04.03.2006 11:10    0.252   -0.535   -1.201   -1.460   18.067  102.928  -29.546
04.03.2006 11:20    0.219   -0.557   -1.183   -1.493   18.978  108.886  -30.539
04.03.2006 11:30    0.251   -0.583   -1.190   -1.503   19.583  114.939  -33.630
04.03.2006 11:40    0.137   -0.660   -1.241   -1.578   21.992  130.218  -36.585
04.03.2006 11:50    0.153   -0.642   -1.291   -1.576   21.409  128.421  -34.816
04.03.2006 12:00    0.161   -0.709   -1.299   -1.558   22.159  133.722  -34.824
04.03.2006 12:10    0.234   -0.611   -1.220   -1.495   20.920  126.856  -32.313
04.03.2006 12:20    0.232   -0.634   -1.232   -1.553   19.222  117.174  -29.478
04.03.2006 12:30    0.196   -0.663   -1.262   -1.562   19.367  116.557  -27.190
04.03.2006 12:40    0.204   -0.661   -1.245   -1.540   21.299  126.297  -28.787
04.03.2006 12:50    0.310   -0.593   -1.198   -1.493   21.987  129.824  -29.318
04.03.2006 13:00    0.279   -0.564   -1.195   -1.583   18.711  111.754  -23.207
04.03.2006 13:10    0.387   -0.521   -1.130   -1.484   17.385  102.896  -20.561
04.03.2006 13:20    0.350   -0.501   -1.099   -1.397   15.737   93.285  -16.806
04.03.2006 13:30    0.429   -0.406   -1.103   -1.468   14.073   85.368  -14.848
04.03.2006 13:40    0.403   -0.473   -1.149   -1.422   18.660  108.912  -19.001
04.03.2006 13:50    0.442   -0.456   -1.147   -1.472   15.489   93.422  -10.369
04.03.2006 14:00    0.430   -0.473   -1.181   -1.611   18.961  106.326   -7.693
04.03.2006 14:10    0.329   -0.525   -1.158   -1.526   23.638  129.816   -9.894
04.03.2006 14:20    0.318   -0.558   -1.131   -1.515   23.865  130.049  -10.164
04.03.2006 14:30    0.322   -0.580   -1.143   -1.475   19.173  105.013   -9.739
04.03.2006 14:40    0.241   -0.587   -1.159   -1.464   18.555   99.610   -9.528
04.03.2006 14:50    0.297   -0.537   -1.127   -1.469   16.053   88.438   -8.549
04.03.2006 15:00    0.318   -0.465   -1.134   -1.530   11.787   66.493   -5.093
04.03.2006 15:10    0.304   -0.494   -1.108   -1.465    5.463   35.347   -2.703
04.03.2006 15:20    0.338   -0.492   -1.140   -1.531    8.956   50.172   -4.556
04.03.2006 15:30    0.293   -0.529   -1.229   -1.571    9.882   54.799   -3.917
04.03.2006 15:40    0.294   -0.513   -1.167   -1.592   11.178   61.463   -4.170
04.03.2006 15:50    0.311   -0.468   -1.125   -1.533   12.548   69.229   -4.142
04.03.2006 16:00    0.291   -0.475   -1.184   -1.577   10.462   60.063   -4.251
04.03.2006 16:10    0.327   -0.453   -1.023   -1.438    6.149   37.938   -2.375
04.03.2006 16:20    0.269   -0.508   -1.127   -1.481    6.930   40.777   -2.284
04.03.2006 16:30    0.232   -0.486   -1.170   -1.521    7.774   45.431   -3.355
04.03.2006 16:40    0.246   -0.521   -1.194   -1.509    6.918   41.553   -3.288
04.03.2006 16:50    0.312   -0.492   -1.149   -1.512    5.325   33.012   -3.686
04.03.2006 17:00    0.244   -0.512   -1.188   -1.518    4.878   29.475   -3.465
04.03.2006 17:10    0.228   -0.541   -1.165   -1.451    4.126   24.609   -2.884
04.03.2006 17:20    0.174   -0.585   -1.228   -1.494    3.603   20.778   -3.316
04.03.2006 17:30    0.130   -0.585   -1.169   -1.460    3.199   17.602   -3.167
04.03.2006 17:40    0.107   -0.588   -1.144   -1.447    2.236   11.927   -2.727
04.03.2006 17:50    0.205   -0.567   -1.150   -1.477    1.456    7.441   -1.483
